0	1.54	2
1.54	2.56	1
2.56	3.58	0
3.58	4.09	2
4.09	5.62	1
5.62	6.64	2
6.64	7.66	1
7.66	8.68	2
8.68	9.7	0
9.7	11.74	1
11.74	12.25	0
12.25	14.29	1
14.29	15.31	0
15.31	19.39	1
19.39	19.9	0
19.9	23.47	1
23.47	23.98	2
23.98	24.49	0
24.49	28.57	1
28.57	30.1	2
30.1	30.61	0
30.61	31.12	1
31.12	31.63	0
31.63	32.14	2
32.14	32.65	0
32.65	35.2	1
35.2	36.22	2
36.22	40.3	1
40.3	41.83	2
41.83	43.87	1
43.87	44.38	2
44.38	44.89	1
44.89	45.91	2
45.91	46.42	0
46.42	46.93	2
46.93	53.56	1
53.56	54.07	0
54.07	54.9	1
54.9	55	3
55	57.74	1
57.74	58.7	2
58.7	58.8	3
58.8	58.9	2
58.9	59.1	3
59.1	59.2	2
59.2	59.4	3
59.4	61.81	2
61.81	62.83	1
62.83	62.9	2
62.9	63	3
63	63.95	2
63.95	64.46	1
64.46	67.52	2
67.52	68.54	1
68.54	70.58	2
70.58	72.11	1
72.11	72.62	0
72.62	73.64	2
73.64	74.66	1
74.66	75.17	0
75.17	78.23	1
78.23	78.74	0
78.74	79.76	1
79.76	80.27	0
80.27	80.78	1
80.78	81.29	0
81.29	88.94	1
88.94	89.96	0
89.96	93.53	1
93.53	94.04	0
94.04	95.06	1
95.06	96.59	2
96.59	97.61	0
97.61	98.63	1
98.63	100.67	0
100.67	101.69	1
101.69	102.2	0
102.2	103.22	1
103.22	105	2
105	105.1	3
105.1	105.87	2
105.87	106.38	0
106.38	107.4	1
107.4	107.91	2
107.91	109.44	1
109.44	109.95	0
109.95	111.99	1
111.99	114.03	2
114.03	114.54	0
114.54	116.58	1
116.58	118.62	2
118.62	119.13	0
119.13	121.17	1
121.17	122.19	2
122.19	124.23	1
124.23	125	2
125	125.2	3
125.2	125.45	2
125.45	126.8	1
126.8	126.9	3
126.9	127.59	1
127.59	128.1	0
128.1	131.67	1
131.67	132.18	2
132.18	132.8	1
132.8	132.9	3
132.9	136.87	1
136.87	140.44	2
140.44	141.46	0
141.46	145.03	1
145.03	146.05	0
146.05	147.07	1
147.07	147.58	0
147.58	150.64	1
150.64	151.66	0
151.66	152.68	1
152.68	153.7	2
153.7	154.21	0
154.21	154.72	1
154.72	155.23	0
155.23	155.74	2
155.74	157.27	0
157.27	158.29	1
158.29	158.8	0
158.8	159.2	2
159.2	159.3	3
159.3	160.94	2
160.94	161.96	1
161.96	162.98	0
162.98	165.53	1
165.53	166.55	0
166.55	168.08	1
168.08	169.61	0
169.61	172.16	1
172.16	173.1	2
173.1	173.4	3
173.4	174	2
174	174.1	3
174.1	174.2	2
174.2	174.3	3
174.3	175.72	2
175.72	176.23	0
176.23	176.74	1
176.74	178.27	2
178.27	179.29	1
179.29	179.7	2
179.7	179.9	3
179.9	181.02	2
181.02	182.55	1
182.55	185.1	2
185.1	186.12	1
186.12	190.2	2
190.2	192.24	1
192.24	192.75	0
192.75	192.8	2
192.8	193.1	3
193.1	193.56	2
193.56	194.07	1
194.07	194.58	0
194.58	199.17	1
199.17	199.68	0
199.68	202.23	1
202.23	203.25	0
203.25	204.78	1
204.78	205.29	0
205.29	206.31	2
206.31	212.43	1
212.43	219.06	2
219.06	220.08	0
220.08	220.59	2
220.59	221.1	0
221.1	221.9	1
221.9	222.1	3
222.1	222.3	1
222.3	222.6	3
222.6	225.17	1
225.17	225.68	0
225.68	227.2	1
227.2	227.6	3
227.6	227.61	1
227.61	227.7	2
227.7	227.8	3
227.8	228	2
228	228.1	3
228.1	229.85	2
229.85	230.36	1
230.36	230.87	0
230.87	231.9	2
231.9	232	3
232	233.5	2
233.5	233.6	3
233.6	234.64	2
234.64	235.15	1
235.15	235.66	0
235.66	236.68	1
236.68	237.19	0
237.19	241.27	1
241.27	241.78	0
241.78	242	2
242	242.1	3
242.1	245.45	2
245.45	246.3	1
246.3	246.4	3
246.4	248.61	1
248.61	251.16	2
251.16	251.67	1
251.67	252.18	0
252.18	255.24	1
255.24	255.75	0
255.75	257.79	1
257.79	258.3	2
258.3	259.83	1
259.83	260.34	2
260.34	260.85	1
260.85	261.87	0
261.87	266.97	2
266.97	267.48	0
267.48	270.54	2
270.54	272.58	1
272.58	273.6	2
273.6	273.8	3
273.8	275.1	2
275.1	275.2	3
275.2	275.5	2
275.5	275.6	3
275.6	275.8	2
275.8	275.9	3
275.9	278.2	2
278.2	278.4	3
278.4	278.5	2
278.5	278.8	3
278.8	279	2
279	279.1	3
279.1	279.7	2
279.7	279.9	3
279.9	280.1	2
280.1	280.3	3
280.3	280.4	2
280.4	280.9	3
280.9	281	2
281	281.1	3
281.1	281.6	2
281.6	281.8	3
281.8	283	2
283	283.1	3
283.1	284.7	2
284.7	285	3
285	286.7	2
286.7	286.8	3
286.8	286.9	2
286.9	287.1	3
287.1	287.2	2
287.2	287.4	3
287.4	289.3	2
289.3	289.7	3
289.7	291.99	2
291.99	293.52	1
293.52	294.9	2
294.9	295	3
295	296.5	2
296.5	296.6	3
296.6	297.1	2
297.1	297.2	3
297.2	298.3	2
298.3	298.5	3
298.5	298.6	2
298.6	299	3
299	299.1	2
299.1	299.4	3
299.4	299.6	2
299.6	299.7	3
299.7	299.9	2
299.9	300	3
300	300.1	2
300.1	300.2	3
300.2	300.5	2
300.5	300.6	3
300.6	301.24	2
301.24	302.77	1
302.77	304.81	2
304.81	306.34	1
306.34	307.8	2
307.8	307.9	3
307.9	308	2
308	308.1	3
308.1	308.2	2
308.2	308.4	3
308.4	308.6	2
308.6	308.7	3
308.7	308.88	2
308.88	309.8	1
309.8	309.9	3
309.9	310	1
310	310.9	2
310.9	311	3
311	311.12	2
311.12	315.2	1
315.2	316.22	0
316.22	317.24	1
317.24	317.75	0
317.75	318.77	2
318.77	319.28	0
319.28	322.5	2
322.5	322.6	3
322.6	323.6	2
323.6	323.7	3
323.7	323.8	2
323.8	323.9	3
323.9	325.7	2
325.7	326.72	1
326.72	327.23	0
327.23	329.78	1
329.78	332.2	2
332.2	332.3	3
332.3	332.4	2
332.4	332.5	3
332.5	334.57	2
334.57	335.08	1
335.08	335.8	2
335.8	335.9	3
335.9	336.2	2
336.2	337.73	1
337.73	341.81	2
341.81	343.34	1
343.34	343.7	2
343.7	344.1	3
344.1	344.3	2
344.3	344.5	3
344.5	345	2
345	345.2	3
345.2	345.3	2
345.3	345.4	3
345.4	345.6	2
345.6	345.7	3
345.7	345.87	2
345.87	346.38	1
346.38	347.2	2
347.2	347.3	3
347.3	347.5	2
347.5	347.6	3
347.6	348.6	1
348.6	348.9	3
348.9	348.92	1
348.92	349.1	2
349.1	349.5	3
349.5	350.4	2
350.4	350.6	3
350.6	351.5	2
351.5	351.7	3
351.7	351.76	2
351.76	352.27	1
352.27	352.4	2
352.4	352.6	3
352.6	352.7	2
352.7	353.2	3
353.2	353.3	2
353.3	353.5	3
353.5	353.6	2
353.6	353.7	3
353.7	354.29	2
354.29	354.8	1
354.8	354.9	3
354.9	355	1
355	355.1	3
355.1	355.2	1
355.2	355.6	3
355.6	355.8	1
355.8	355.9	3
355.9	357.54	1
357.54	358.05	2
358.05	359.3	1
359.3	359.5	3
359.5	359.6	1
359.6	359.7	3
359.7	360.9	1
360.9	361.41	0
361.41	363.2	1
363.2	363.3	3
363.3	363.9	1
363.9	364.2	3
364.2	364.36	1
364.36	365.38	2
365.38	367.93	1
367.93	368.95	2
368.95	370.99	1
370.99	372.01	2
372.01	374.05	1
374.05	376.09	2
376.09	377.11	1
377.11	379.15	2
379.15	381.1	1
381.1	381.2	3
381.2	383.84	1
383.84	384.35	2
384.35	384.4	1
384.4	384.5	3
384.5	384.96	1
384.96	385.47	0
385.47	385.9	2
385.9	386	3
386	386.2	2
386.2	386.4	3
386.4	387.81	2
387.81	388.32	0
388.32	391	2
391	391.2	3
391.2	392.09	2
392.09	392.2	1
392.2	392.6	3
392.6	395.04	1
395.04	396.06	2
396.06	397.59	1
397.59	398.1	2
398.1	400.14	1
400.14	400.65	0
400.65	402.18	1
402.18	402.69	0
402.69	416.97	1
416.97	417.48	2
417.48	420.54	1
420.54	421.56	2
421.56	424.62	1
424.62	425.13	0
425.13	427.17	1
427.17	427.68	0
427.68	428.19	2
428.19	428.7	0
428.7	429.21	2
429.21	429.72	1
429.72	431.25	2
431.25	432.78	1
432.78	433.8	2
433.8	437.37	1
437.37	437.88	0
437.88	440.94	1
440.94	441.96	0
441.96	444.51	1
444.51	445.02	0
445.02	447.06	2
447.06	447.57	0
447.57	448.08	2
448.08	451.14	1
451.14	451.65	0
451.65	452.16	2
452.16	453.18	0
453.18	457.77	2
457.77	458.28	1
458.28	459.3	0
459.3	459.81	2
459.81	460.32	1
460.32	462.4	2
462.4	462.5	3
462.5	464.5	2
464.5	465.01	1
465.01	466.54	2
466.54	470.11	1
470.11	470.62	2
470.62	471.13	1
471.13	471.64	2
471.64	473.17	1
473.17	474.19	2
474.19	474.7	1
474.7	475.21	2
475.21	478.27	1
478.27	478.78	2
478.78	479.8	1
479.8	480.31	0
480.31	483.88	1
483.88	484.9	0
484.9	486.94	1
486.94	488.98	2
488.98	492.04	1
492.04	493.06	0
493.06	493.57	1
493.57	495.1	2
495.1	495.61	0
495.61	499.18	1
499.18	499.69	0
499.69	500.71	1
500.71	502.75	0
502.75	506.83	1
506.83	507.85	0
507.85	509.38	1
509.38	509.89	2
509.89	511.42	1
511.42	511.93	0
511.93	513.46	1
513.46	513.97	0
513.97	516.52	1
516.52	517.54	2
517.54	519.07	1
519.07	520.09	0
520.09	523.66	1
523.66	524.17	0
524.17	525.19	1
525.19	526.21	2
526.21	526.72	0
526.72	527.74	1
527.74	528.25	0
528.25	530.29	1
530.29	531.82	2
531.82	532.33	1
532.33	533.35	0
533.35	534.37	2
534.37	534.88	0
534.88	535.9	1
535.9	536.92	2
536.92	537.4	1
537.4	537.6	3
537.6	538.14	1
538.14	538.65	2
538.65	539.16	0
539.16	539.67	1
539.67	540.18	2
540.18	542.22	1
542.22	543.75	2
543.75	544.77	1
544.77	545.28	2
545.28	546.3	0
546.3	548.34	2
548.34	548.85	0
548.85	550	2
550	550.1	3
550.1	551.5	2
551.5	552.01	1
552.01	552.3	2
552.3	552.4	3
552.4	553.9	2
553.9	554	3
554	555.27	2
555.27	556.1	1
556.1	556.2	3
556.2	556.9	1
556.9	557.92	2
557.92	560.47	1
560.47	562	2
562	562.51	1
562.51	565.57	2
565.57	566.08	1
566.08	566.59	0
566.59	567.1	2
567.1	568.63	1
568.63	569.14	0
569.14	570.67	2
570.67	571.69	0
571.69	574.24	1
574.24	574.75	0
574.75	575.77	2
575.77	576.28	0
576.28	577.3	1
577.3	578.32	0
578.32	579.85	1
579.85	580.87	2
580.87	581.38	0
581.38	583.42	1
583.42	584.44	2
584.44	584.95	0
584.95	585.46	1
585.46	587.3	2
587.3	587.4	3
587.4	591.17	2
591.17	592.19	1
592.19	592.7	2
592.7	592.8	3
592.8	593.31	2
593.31	595.86	1
595.86	596.88	2
596.88	597.39	0
597.39	597.9	1
597.9	598.41	2
598.41	598.92	0
598.92	599.3	2
599.3	599.4	3
599.4	603.9	2
603.9	604.1	3
604.1	604.5	2
604.5	604.6	3
604.6	604.79	2
